Real,K-AGRUED,LSTM,GRUED,SVR,ARIMA
5800,5469.58,5503.14,5583.68,5439.49,5259.82
5684,5734.01,5818.12,5773.03,5793.2,5727.39
5118,5503.42,5633.37,5566.99,5689.55,5737.31
4651,4952.91,5073.42,5128.6,5172.52,5200.05
5041,4699.73,4734.26,4962.86,4753.56,4566.19
4759,4921.22,5024.73,5112.69,5105.37,5083.61
5089,4791.51,4834.13,5035.3,4851.35,4675.96
4886,4989.31,5086.53,5172.55,5151.19,5106.98
5358,4953.74,4984.01,5174.6,4966.8,4753.44
4705,5149.73,5293.48,5283.24,5400.43,5464.16
4450,4591.51,4695.79,4844.19,4803.48,4771.38
5259,4606.51,4604.89,4901.79,4576.26,4281.06
5249,5210.06,5291.48,5363.12,5309.41,5211.23
5028,5147.27,5250.41,5302.32,5299.85,5254.06
5617,5126.4,5149.11,5321.02,5094.97,4848.59
4885,5394.38,5549.83,5482.78,5642.14,5714.28
4571,4757.57,4871.72,4976.08,4961.48,4942.03
4795,4580.88,4641.89,4850.43,4675.69,4525.09
4988,4795.26,4859.78,5027.26,4876.01,4731.37
4959,4933.16,5020.31,5132.13,5050.95,4960.88
4845,4883.24,4979.33,5086.25,5022.1,4954.33
4878,4806.58,4888.41,5027.24,4915.02,4812.48
4595,4761.03,4874.83,4975.21,4942.67,4919.98
4991,4651.49,4697.99,4908.43,4682.55,4494.28
5118,4977.5,5050.98,5171.24,5041.02,4917.47
5363,5134.79,5196.87,5307.11,5155.74,5002.64
5548,5366.9,5435.71,5498.79,5381.74,5240.08
5400,5470.8,5573.81,5572.1,5552.64,5489.31
5189,5305.68,5414.86,5430.27,5409.4,5369.34
5611,5252.12,5297.65,5408.83,5207.39,5016.72
6084,5689.76,5732.05,5779.73,5600.65,5385.08
5918,6006.85,6116.25,6022.15,6044.37,5954.44
6251,5963.94,6022.89,6005.41,5882.82,5686
5751,6089.7,6234.99,6080.04,6193.26,6171.77
5201,5574.5,5721.42,5641.1,5714.83,5756.91
5317,5190.62,5267.59,5336.98,5190.42,5093.12
5528,5330.29,5398.48,5458.58,5293.85,5173.2
5506,5482.75,5575.91,5579.72,5487.28,5420.22
5814,5543.37,5603.51,5642.28,5460.63,5315.85
5977,5814.25,5892.21,5869.01,5746.55,5622.52
5792,5889.1,5964.46,5850.09,5824.19,5858.67
5576,5697.33,5775.95,5699.73,5669.68,5708.8
5530,5524.16,5585.57,5574.49,5486.81,5478.23
5940,5592,5608.44,5654.25,5453.55,5326.06
5419,5769.86,5881.67,5747.97,5824.97,5923.25
5452,5386.13,5441.45,5475.89,5368.98,5326.1
5079,5317.41,5414.44,5402.27,5404.75,5459.62
5256,5081.44,5121.97,5245.39,5080.26,4988.94
5226,5205.87,5269.4,5335.25,5242.27,5201.71
5549,5263.58,5292.62,5400.88,5220.94,5088.26
5125,5401.6,5507.66,5473.87,5515.56,5567.8
5105,5075.62,5140.37,5236.74,5140.79,5086.13
5444,5144.81,5174.56,5311.45,5127.39,4979.71
5523,5420.91,5478.97,5520.02,5436.37,5352.43
5362,5440.77,5523.85,5525.28,5512.52,5484.99
5455,5341.13,5399.32,5460.01,5370.96,5277.29
5742,5483.69,5523.53,5585.12,5459.37,5313.99
5650,5680.43,5759.16,5724.98,5725.07,5667.07
5691,5620.24,5686.45,5685.02,5645.02,5552.77
5668,5646.03,5719.41,5704.01,5686.27,5606.17
5793,5659.7,5719.05,5723.75,5668.66,5549.31
5943,5793.38,5850.9,5833.8,5786.77,5654.71
5786,5869.53,5958.3,5881.56,5927.9,5863.37
5847,5764.26,5832.17,5808.91,5786.33,5671.52
5654,5763.08,5857.04,5797.05,5845.26,5789
5633,5609.31,5686.98,5682.46,5669.19,5574.78
5494,5558.45,5648.64,5636.78,5651.65,5585.42
5517,5457.2,5531.95,5563.39,5524.43,5419.43
6264,5661.7,5664.75,5764.29,5546.96,5258.97
5367,6011.81,6179.14,5972.61,6240.96,6320.47
5157,5269.69,5369.82,5402.02,5409.31,5361.11
4761,5010.02,5129.38,5181.63,5215.2,5215.2
5216,4824.96,4859.73,5067.06,4852.94,4642.11
5398,5214.55,5277.38,5375.59,5269.25,5123.12
5276,5323.6,5417.45,5451.67,5437.97,5364.47
5652,5324.22,5368.83,5474.51,5323.64,5127.68
5292,5523.12,5641.98,5605.64,5674.28,5651.65
5219,5228.54,5319.16,5375.89,5336.36,5252.45
5194,5166.77,5253.07,5326.72,5266.87,5172.5
5363,5190.23,5257.61,5354.15,5241.85,5099.88
5212,5281.64,5381.59,5416.09,5397.77,5333.11
5358,5203.24,5273.83,5363.14,5254.46,5119.46
5222,5280.71,5380.06,5415.44,5388.66,5322.02
4989,5119.21,5228.51,5276.23,5258.75,5220.48
4846,4908,5008.48,5102.06,5039.17,4983.15
4977,4834.6,4907.96,5049.82,4904.25,4782.77
4830,4896.18,4997.61,5089.62,5021.5,4970
5105,4856.25,4915.67,5070.72,4882.51,4728.96
4966,5027.25,5128.49,5198.18,5132.95,5081.79
5325,5013.74,5065.16,5204.4,4999.91,4828.4
5615,5355.97,5415.34,5490.58,5330.77,5172.21
5684,5592.77,5675.83,5681.63,5600.15,5487.71
5512,5601.96,5709.88,5679.65,5660.99,5607.41
5592,5491.93,5573.92,5595.2,5493.41,5388.56
5997,5653.54,5703.8,5743.99,5564.12,5377.09
5540,5844.38,5984.46,5873.83,5943.08,5944.38
5049,5377.44,5517.41,5473.76,5504.27,5550.35
5176,5044.18,5119.3,5207.87,5037.65,4947.59
5156,5133.59,5224.02,5278,5150.2,5098.44
5106,5106.99,5200.23,5252.07,5125.53,5085.71
4787,4990.16,5072.71,5134.62,5060.9,5120.6
5062,4824.81,4844.89,5036.51,4793.61,4694.14
5179,5053.82,5094.56,5211.66,5036.07,4977.8
4813,5048.07,5139.44,5183.79,5144.45,5205.48
5182,4869.66,4884.65,5081.99,4832.74,4699.59
5470,5213.14,5241.27,5352.24,5159.54,5049.42
5316,5390.22,5465.44,5471.32,5420.77,5421.03
4855,5158.69,5264.7,5273.82,5289.92,5361.51
4943,4836.28,4884.82,5047.03,4889.1,4813.6
4696,4838.72,4922.73,5033.47,4970.67,4976.84
5216,4785.78,4791.99,5030.6,4759.6,4568.95
5603,5268.64,5293.19,5411.26,5221.97,5066.49
5418,5515.84,5599.8,5580.51,5575.1,5559.89
5523,5401.13,5456.51,5505.57,5412.88,5322.46
5397,5449.52,5529.1,5534.03,5512.52,5476.24
5238,5313.55,5397.02,5425.32,5402.66,5371.97
5221,5188.08,5257.8,5333.34,5262.62,5193.38
5404,5220.65,5271.23,5370.54,5250.72,5128.79
5580,5404.02,5456.54,5518.47,5420.34,5297.36
5635,5552.58,5618.16,5632.93,5584.59,5487.27
5743,5621.85,5682.91,5692.52,5638.37,5524.03
5500,5644.19,5741.06,5694.62,5740.81,5708.67
5829,5539.69,5580.17,5639.8,5520.23,5348.16
5708,5762.59,5848.65,5798.73,5825.97,5754.97
5039,5502.32,5644.03,5563.68,5716.9,5784.96
5327,5061.7,5108.21,5253.55,5103.55,4939.29
4998,5199.11,5308.34,5336.67,5368.77,5355.85
5251,5011.52,5063.05,5211.71,5068.1,4910.16
5385,5237.66,5302,5390.86,5300.82,5170.21
5472,5362.21,5431.97,5490.62,5425.44,5303.76
5193,5359.42,5466.43,5471.98,5506.81,5473.85
4806,5048.74,5167.21,5213.74,5248.43,5245.86
4961,4794.82,4859.61,5029.1,4893.66,4757.54
5454,5034.77,5066.47,5241.51,5034.24,4812.47
5416,5401.63,5487.07,5519.46,5490.22,5394.41
4892,5241.53,5376.16,5366.56,5454.14,5480.43
4988,4867.08,4940.23,5084.4,4967.89,4845.89
5271,5010.45,5065.42,5210.74,5054.51,4885.36
5521,5288.19,5347.02,5439.07,5315.32,5151.34
5679,5519.31,5587.99,5626.22,5547.77,5400.72
5098,5495.43,5638.71,5574.73,5694.63,5726.14
4671,4945.02,5072.85,5124.08,5148.36,5158.29
4776,4652.72,4727.86,4899.63,4754,4636.26
4883,4757.75,4832.95,4986.81,4846.51,4728.55
5272,4935.22,4982.49,5146.09,4941.44,4753.48
5159,5200.29,5298.37,5347.68,5299.61,5233.14
5451,5188.17,5245.89,5352.91,5190.63,5026.84
4983,5292.73,5427.43,5409.76,5461.12,5481.64
4955,4933.2,5023.18,5122.87,5019.65,4942.4
5351,5012.05,5059.77,5204.37,4989.74,4809.11
5021,5227.09,5348.56,5357.69,5355.22,5350.91
5238,5034.34,5100.31,5213.51,5042.25,4910.65
5031,5145.28,5254.41,5290.75,5240.12,5213.36
5360,5073.73,5128.67,5247.91,5042.12,4888.16
5535,5363.53,5435.34,5488.35,5344.96,5225.26
5627,5518.14,5599.55,5616.17,5504.96,5402.19
5645,5591.77,5681.54,5675.46,5586.66,5500.86
5576,5587.93,5686.81,5668.18,5598.09,5536.45
5290,5464.68,5584.85,5553.76,5526.86,5527.07
4785,5125.72,5265.42,5252.83,5251,5321.6
4732,4742.35,4793.84,4952.35,4785.91,4772.06
4670,4687.1,4740.04,4909.78,4746.95,4730.92
4972,4716.44,4733.4,4953.36,4700.12,4588.89
4958,4931.28,4985.27,5109.6,4964.22,4933.07
4993,4928.68,4978.81,5111.79,4957.92,4910.63
5606,5106.77,5100.65,5284.64,4994,4799.26
4700,5338.79,5489.82,5391.39,5541.99,5730.75
5380,4833.12,4819.52,5072.87,4750.47,4528.68
5584,5388.79,5429.6,5492.5,5352.73,5254.96
5194,5445.48,5547.38,5508.61,5541.24,5588.73
5194,5150.27,5212.42,5295.78,5197.51,5141.83
5495,5225.05,5258.09,5372.16,5202.32,5068.12
5342,5414.61,5495.13,5501.58,5477.56,5454.93
5241,5272.85,5348.61,5392.85,5344.32,5305.26
5253,5198.93,5263.94,5340.93,5257.63,5186.81
4688,5066.49,5190.16,5207.43,5272.42,5343.02
4933,4703.89,4744.72,4956.6,4772.16,4635.09
4848,4864.14,4940.44,5070.81,4991.7,4935.45
4901,4813.34,4876.44,5037.25,4918.59,4825.31
4968,4869.3,4932.23,5083.83,4968.29,4869.57
5215,4981.03,5027.16,5183.46,5030.69,4885.13
5630,5271.79,5302.61,5427.07,5256.74,5067.48
5462,5547.88,5638.05,5622.19,5639.83,5589.49
5566,5444.75,5508.48,5553.44,5487.7,5370.27
5218,5437.74,5547.42,5527.05,5585.77,5577.41
5303,5191.95,5258.97,5349.76,5267.15,5153.1
5441,5291.46,5353.98,5433.63,5346.66,5217.22
5286,5358.67,5451.23,5475.06,5475.36,5415.87
5485,5289.46,5347.31,5436.06,5333.11,5185.91
4830,5278.62,5422.56,5388.06,5518.21,5580.12
4918,4801.78,4871.88,5032.48,4916.21,4797.59
5452,5001.52,5027.79,5216.36,4995.94,4764.86
5409,5398.17,5482.88,5515.57,5488.78,5395.45
5330,5345.45,5434.39,5471.2,5448.61,5364.59
5247,5264.18,5354.12,5404.63,5374.62,5292.71
5672,5307.04,5346.75,5462.53,5296.68,5088.91
5187,5512.27,5643.63,5591.15,5693.03,5700.8
5097,5117.9,5210.19,5283.72,5238.61,5160.62
5145,5061.74,5140.72,5242.8,5153.55,5042.55
4933,5045.48,5150.94,5217.8,5196.28,5150.25
4745,4838.7,4942.2,5046.01,4998.17,4949.13
5463,4878.46,4891.85,5115.16,4823.79,4550.88
4777,5249.68,5404.17,5366.55,5487.26,5555.05
5198,4837.24,4881.04,5066.14,4847.42,4650.95
5315,5182.85,5257.49,5343.1,5233.46,5109.49
4994,5191.68,5310.64,5332.05,5339.92,5324.43
5816,5155.4,5159.94,5346.19,5037.23,4743.29
5549,5712.41,5828.3,5769.85,5806.01,5757.44
5114,5400.12,5532.21,5500.85,5549.95,5560.17
5697,5217.3,5246.56,5385.53,5137.36,4907.8
5915,5712.82,5781.04,5789.21,5682.07,5525.45
5548,5786.31,5914.73,5828.21,5884.39,5860.57
5511,5498.8,5592.42,5597.39,5532.22,5452.18
5669,5510.43,5584.61,5613.84,5492.46,5368.16
6169,5754.61,5795.92,5833.54,5637.08,5421.94
5773,6032,6167.51,6035.7,6106.01,6073.45
6142,5825.8,5881.72,5888.17,5725.14,5542.09
6213,6120.14,6209.91,6128.35,6069.64,5929.33
5737,6053.35,6199.2,6051.52,6131.1,6122.01
5922,5742.92,5817.83,5808.47,5673.45,5549.73
6083,5920.87,5961.48,5893.45,5775.77,5724.64
5229,5827.82,5970.97,5768.97,5926.41,6120.04
5236,5191.68,5245.15,5314.91,5181.59,5154.41
5707,5313.95,5322.15,5437.84,5194.4,5047.3
5882,5710.41,5752.03,5737.53,5617.86,5545.07
6017,5876.09,5922.96,5868.59,5781.04,5711.61
5525,5855.12,5965.56,5821.6,5908.85,5987.84
6115,5631.27,5633.24,5702.85,5476.17,5286.65
5704,5974.72,6078.44,5925.25,6011,6056.12
5613,5641.27,5713.56,5679.37,5649.05,5620.93
6505,5795.21,5769.83,5854.18,5573.15,5296.1
5979,6338.02,6454.32,6215.98,6379.72,6411.91
6353,6035.91,6064.15,6022.88,5915,5751.46
5840,6191.12,6308.03,6103.97,6257.57,6289.62
6057,5856.62,5902.13,5875.98,5800.23,5672.73
6020,6013.15,6084.59,5990,6002.31,5925.82
5769,5922.57,6016.21,5908.84,5973.82,5948.81
5878,5758.12,5816.74,5797.18,5749.72,5640.74
6532,6005.32,6010.12,6023.92,5853.51,5601.39
6481,6489.74,6564.13,6380.13,6451.52,6324.79
6179,6376.51,6476.94,6278.91,6410.38,6347.75
6434,6211.87,6258.24,6175.42,6140.6,5961.69
6020,6302.29,6415.59,6217.87,6376.39,6339.04
6308,6059.31,6104.19,6057.68,6001.83,5819
6247,6264.3,6344.17,6208.07,6268.92,6148.8
6637,6315.63,6351.31,6272.98,6216.14,5985.69
6478,6570.9,6661.15,6456.08,6573.85,6435.24
6097,6356.41,6470.13,6273.33,6432.61,6365.95
6289,6114.47,6172.46,6105.51,6085.06,5908.59
6428,6296.11,6359.8,6252.2,6263.98,6082.1
6155,6333.56,6438.96,6265.33,6393.35,6297.5
6593,6235.15,6270.64,6219.52,6143.11,5894.58
6565,6560.61,6642.83,6465.77,6547.15,6364.79
6399,6498.04,6594.95,6410.12,6522.77,6376.51
6097,6297.07,6408.58,6240.9,6371.16,6277.89
6093,6065.62,6148.24,6065.95,6091.24,5952.5
6102,6064.71,6146.74,6066.92,6087.31,5944.73
6273,6114.23,6180.76,6115.93,6095.26,5910.63
6696,6350.4,6392.53,6322.68,6254.12,5989.01
6761,6685.35,6764.33,6585.38,6643.99,6410.82
6377,6637.28,6762.13,6528.14,6702.7,6569.94
6227,6311.2,6413.05,6269.21,6347.78,6212.13
5872,6108.19,6231.03,6093.24,6206.2,6139.19
6323,5949.48,5991.57,5996.37,5870.37,5633.99
6628,6369.21,6427.78,6340.11,6291.95,6049.16
6349,6528.26,6647,6449.83,6573.2,6433.27
6873,6449.03,6487.33,6417.81,6311.26,6011.38
6581,6766.03,6888.86,6651.72,6793.33,6613.37
7218,6708.08,6737.73,6641.65,6521.66,6161.36
6945,7104.95,7229.45,6942.16,7099.45,6840.89
6523,6801.02,6940.35,6681.18,6850.18,6689.15
7479,6727.31,6727.37,6673.85,6457.11,6029.4
7414,7402.36,7511.04,7209.49,7321.19,6945.22
7221,7307.03,7429.58,7125.66,7260.56,6933.79
6858,7078.17,7217.93,6926.08,7084.91,6849.84
6791,6797.86,6906.55,6699.61,6750.36,6523.97
7434,6908.16,6946.33,6821.1,6683.65,6295.11
7585,7404.82,7498.66,7230.49,7261.47,6846.24
7492,7484.27,7605.02,7292.75,7389.58,6994.5
7259,7359.58,7495.15,7182.53,7302.82,6970.25
6717,7049.44,7155.9,6755.12,6928.46,6941.34
6918,6716.66,6753.09,6528.25,6479.83,6369.4
7148,6920.54,6953.52,6695.42,6662.25,6515.47
7508,7175.71,7194.61,6909.69,6867.3,6649.48
6831,7258.18,7378.12,6930.21,7176.47,7149.21
6684,6746.68,6819.64,6545.97,6616.37,6554.35
7047,6731.8,6755.15,6562.35,6497.84,6318.39
7250,7046.58,7084.41,6809.74,6819.7,6628.64
6885,7100.84,7194.58,6829.23,7000.6,6912.89
7346,6956.93,6971.31,6755.82,6697.54,6451.82
7755,7388.98,7405.94,7105.53,7098.5,6787.02
7262,7547.37,7651.56,7197.38,7443.4,7267.66
7642,7304.95,7326.94,7041.74,7044.09,6742
7124,7440.21,7549.63,7114.35,7368.16,7209.52
7746,7235.66,7235.93,7002.55,6941.49,6590.4
7274,7551.27,7656.9,7214.17,7468.38,7261.95
7083,7179.09,7261.19,6924.31,7083.28,6897.65
6888,6995.18,7079.72,6777.17,6926.11,6769.33
6745,6818.83,6900.05,6639.18,6762.26,6617.78
6890,6750.64,6804.54,6600.21,6641.54,6440.25
7450,6998.16,7010.64,6822.91,6774.76,6444.72
6555,7176.23,7331.88,6904.6,7262.67,7190.53
6443,6499.11,6581.79,6391.43,6485.65,6359.65
6536,6438.49,6501.82,6354.32,6388.33,6219.78
6674,6543.45,6602.75,6443.51,6476.09,6282.54
7230,6786.19,6804.01,6662.38,6603.91,6285.08
7030,7143.2,7235.25,6922.17,7098.21,6872.62
7144,7027.88,7090.31,6844.07,6927.29,6656.34
6915,7053.55,7150.76,6852.34,7030.42,6820.51
7431,7016.12,7040.56,6857.3,6831.39,6472.56
7906,7506.13,7533.84,7262.16,7284.4,6831.54
7483,7725.85,7842.48,7411.72,7684.02,7336.04
6641,7226.65,7388.04,6979.8,7334.07,7190.96
6732,6638.33,6709.43,6536.76,6592.08,6371.02
6891,6745.95,6811,6630.18,6675.75,6421.94
6997,6890.07,6961.13,6748.72,6820.12,6551.13
7461,7083.62,7119.73,6926.44,6915.81,6535.84
7658,7464.94,7528.2,7235.16,7323.53,6909.13
7691,7609.54,7690.08,7352.68,7492.38,7067.65
7535,7592.73,7693.38,7333.9,7520.99,7132.04
6961,7341.05,7484.94,7108.15,7388.71,7141.1
7035,6948.71,7028.91,6808.39,6883.2,6598.64
6924,6974.34,7074.16,6824.19,6948.84,6694.66
7181,6956.8,7020.72,6826.62,6847.6,6522.25
6927,7079.16,7195.71,6910.48,7076.88,6825.2
7694,7085.7,7100.7,6959.03,6846.98,6392.22
7070,7473.02,7629.84,7233.94,7520.97,7232.12
6925,6995.73,7104.54,6850.83,6971.91,6715.04
7459,7022.65,7064.13,6902.1,6838.06,6441.44
6988,7286.22,7431.35,7088.46,7312.37,7044.1
6819,6906.33,7020.59,6780,6889.3,6656.05
6832,6784.83,6881.04,6685.88,6731.35,6487.45
7389,6932.41,6975.33,6833.14,6739.48,6358.07
7564,7375.22,7460.84,7197.32,7238.48,6826.19
7196,7403.55,7545.76,7204.32,7388.42,7065.43
7393,7192.44,7277.3,7046,7058.16,6690.16
6802,7182.29,7348.64,7011.04,7229.75,7009.91
6619,6710.95,6832.86,6623.75,6688.65,6506.55
7216,6724.42,6767.45,6664.49,6513.05,6173.27
6721,7031.3,7190.71,6890.45,7056.36,6862.6
7111,6766.29,6783.24,6574.56,6473.15,6321.81
6998,7018.27,7083.62,6753.93,6815.5,6735.89
7607,7092.4,7086.95,6851.97,6730.36,6478.61
7647,7527.05,7573.61,7179.38,7246.68,7028.75
7896,7618.58,7644.46,7266.88,7289.57,7003.55
7699,7737,7805.32,7347.38,7499.01,7263.09
7781,7629.29,7672.69,7274.43,7351.88,7081.41
7643,7651.75,7717.01,7286.24,7427.61,7186.9
7363,7491.35,7573.01,7151.37,7325.78,7142.54
7326,7291.87,7352.56,7002.74,7104.11,6907.76
7206,7237.76,7307.77,6957.85,7081.75,6906.14
7160,7143.39,7207.66,6887.62,6988.77,6809.16
7242,7132.69,7185.22,6887.86,6957.51,6747.39
7198,7181.27,7246.55,6924.26,7034.81,6836.04
7463,7217.68,7253.14,6971.18,7004.74,6730.38
7921,7519.65,7534.64,7229.39,7235.44,6857.13
7726,7782.46,7859.73,7420.79,7616.68,7293.28
7219,7527.02,7638.15,7198.87,7466.54,7260.49
7368,7213.6,7263.7,6973.77,7049.17,6777.38
7187,7274.79,7357.78,7011.64,7181.98,6958.93
6857,7064.98,7164.86,6835.99,7033.26,6876.5
7273,6930.4,6958.24,6763.62,6750.6,6456.95
8200,7463.74,7439.17,7224.91,7117.57,6620.39
8078,8061.27,8136.33,7680.19,7882.73,7424.27
8189,8011.32,8065.18,7650.65,7792.41,7302.35
7730,7969.22,8080.45,7596.04,7885.02,7501.76
7682,7654.84,7729.11,7352.17,7520.82,7147.67
7429,7559.52,7655.64,7267.22,7485.33,7169.98
7705,7453.82,7499.35,7204.76,7276.31,6881.96
7719,7648.68,7720.2,7358.63,7511.99,7114.88
7652,7641.82,7722.52,7352.55,7526.99,7142.16
6791,7381.04,7542.57,7104.94,7474.2,7299.92
6475,6685.9,6796.56,6555.62,6726.57,6587.05
6672,6498.43,6559.16,6426.8,6440.35,6214.97
6816,6682.44,6749.06,6577.27,6621.27,6380.31
7610,6987.93,6990.29,6859.52,6752.57,6324.36
7253,7467.61,7584.77,7212.23,7449.52,7140.7
7733,7336.42,7371.68,7139.48,7142.95,6704.84
6997,7487.34,7644.63,7219.46,7555.51,7303.69
7018,6971.82,7055.27,6821.3,6916.53,6641.31
7429,7089.41,7134.9,6937.63,6935.03,6556.56
8094,7549.54,7570.81,7335.33,7297.24,6763.43
7715,7905.53,8031.99,7600.06,7855.65,7401.88
7707,7649.52,7740.63,7398.83,7541.56,7098.89
7390,7563.93,7687.29,7317.27,7534.15,7168.74
7776,7439.32,7493.42,7241.36,7259.87,6798.43
7073,7529.61,7694.41,7279.2,7590.5,7298.85
7191,7064.4,7146.93,6919.04,6974.61,6651.34
7070,7118.07,7226.06,6957.03,7077.98,6787.92
7255,7076.01,7154.11,6935.31,6966.64,6627.03
7854,7357.32,7396,7191.39,7129.57,6644.15
8049,7819.57,7902.08,7573.61,7646.75,7101.42
7662,7850.76,7993.48,7583.19,7807.1,7347.52
7532,7556.75,7674.14,7341.77,7476.98,7067.09
6815,7286.14,7463.09,7091.2,7360.49,7133.52
7026,6825.18,6905.71,6733.17,6710.73,6423.52
7971,7213.27,7223.27,7092.69,6899.49,6385.66
7749,7811.5,7945.69,7569.1,7725.3,7246.09
7501,7598.57,7735.86,7386.32,7531.95,7127.67
8045,7562.33,7620.26,7384.12,7310.76,6781.43
8073,7913.58,7953.83,7486.54,7560.12,7275.76
8342,8001.63,8018.08,7573.1,7593.45,7233.54
7676,8007.14,8113.87,7541.75,7809.9,7608.56
7015,7415.42,7531.31,7056.11,7302.43,7245.89
7291,7029.03,7057.92,6790.51,6764.61,6579.93
7563,7293.54,7321.27,7006.62,7007.02,6774.02
7610,7494.71,7543.04,7162.72,7241.48,7007.51
7877,7595.46,7622.02,7258.25,7289.49,6983.66
7584,7702.74,7783.21,7324.67,7513.82,7282.73
7197,7411.81,7505.5,7084.5,7286.81,7135.25
7705,7271.74,7279.97,7014.98,6973,6662.77
7100,7473.29,7589.17,7131.44,7402.95,7266.21
6605,6930.63,7041.28,6696.77,6906.25,6850.14
7488,6791.42,6767.78,6654.21,6481.99,6141.76
7695,7479,7518.07,7181.75,7248.9,6934.58
7915,7677.11,7713.98,7348.24,7426.87,7058.9
8112,7875,7913.13,7514.26,7611.89,7191.95
7749,7914.4,8007.68,7527.17,7774.93,7438.98
7490,7611.67,7698.74,7282.73,7492.09,7212.49
7084,7334.22,7438.88,7050.39,7284.63,7092.95
6607,6928.49,7043.66,6717.86,6944.27,6842.39
7409,6779.03,6769.35,6659.29,6528.11,6171.39
7569,7401.96,7453.3,7139.95,7233.39,6900.75
6905,7348.11,7481.83,7062.39,7373.02,7206.79
6726,6830.7,6920.3,6662.14,6806.14,6641.16
7345,6853.67,6865.01,6720.21,6650.56,6308.87
7934,7450.95,7463.56,7210.43,7197.15,6751.18
7705,7798.14,7890.43,7467.66,7691.73,7307.66
7137,7502.73,7631.34,7209.77,7508.34,7261.4
7149,7107.29,7181.39,6909.76,7027.29,6754.7
6897,7053.17,7154.6,6856.06,7040.5,6827.99
6872,6863.43,6943.84,6712.29,6819.88,6593.07
7033,6885.31,6948.09,6740.76,6799.34,6527.37
7438,7104.57,7143.55,6934.43,6944.49,6580.21
7264,7350.89,7447.85,7116.62,7299.73,6992.8
7252,7224.52,7306.78,7020.78,7150.62,6838.57
7743,7338.49,7371.55,7139.21,7141.25,6703.22
7798,7694.74,7771.63,7422.45,7562.76,7113.87
7203,7582.96,7726.01,7305.66,7609.81,7305.64
7812,7319.54,7344.15,7135.54,7099.73,6635.51
8300,7865.73,7903.11,7592.43,7623.02,7038.08
7236,7919.25,8112.29,7584.14,8019.92,7679.32
7886,7359.92,7383.83,7177.96,7127.79,6640.59
7832,7796.4,7892.05,7521.91,7684.94,7206.82
7318,7630.75,7773.83,7366.69,7639.46,7289.03
7296,7268.37,7363.15,7081.17,7196.67,6854.51
7477,7297,7372.65,7115.54,7175.59,6786.84
7739,7489.04,7558.26,7283.5,7332.47,6878
7918,7713.34,7792.75,7473.83,7556.02,7051.05
7591,7750.88,7882.66,7490.53,7704.98,7273.78
8464,7745.63,7758.14,7532.02,7424.62,6784.85
7705,8128.98,8307.59,7809.16,8144.22,7646.76
6868,7421.83,7608.6,7198.34,7517.17,7272.17
7405,6961.48,7007.7,6858.49,6768.48,6386.08
6695,7167.54,7343.11,6989.86,7248.82,7054.06
6380,6575.54,6707.66,6501.07,6599.64,6466.97
6890,6468.24,6515.83,6441.14,6299.91,6015.52
7395,6969.11,7023.05,6869.44,6769.85,6397.6
7082,7249.8,7391.16,7082.99,7221.99,6934.52
7157,7044.71,7145.84,6921.89,6934.84,6631.32
7379,7143.8,7174.74,6868.28,6843.38,6680.78
6781,7150.6,7262.1,6837.27,7038.74,7038.12
6899,6759.74,6804.71,6561.24,6544.85,6441.89
7468,6988.59,6988.36,6769.68,6655.91,6419.88
6463,7138.84,7291.98,6817.83,7143.66,7205.9
7244,6617.24,6599.05,6489.57,6295.88,6037.81
7489,7244.06,7275.53,6968.28,6977.25,6751.78
7093,7316.96,7411.01,7000.42,7190.4,7074.25
7356,7107.49,7139.63,6864.64,6867.69,6648.24
7468,7322.5,7368.35,7034.6,7098.27,6865.94
7207,7336.65,7419.56,7031.89,7200.09,7033.15
7035,7112.84,7189.71,6856.89,6989.62,6841.33
7334,7066.25,7097.94,6844.4,6850.46,6606
7327,7278.3,7339.2,7004.99,7112.53,6887.88
7089,7215.32,7300.15,6945.9,7114.1,6942.31
8080,7295.29,7259.64,7071.11,6918.34,6475.04
7465,7821.09,7938.86,7435.51,7742.44,7484.56
7675,7462.22,7503.68,7177.1,7250.96,6922.11
7746,7625.57,7680.24,7308.49,7431.59,7086.36
7261,7553.69,7664.35,7228.13,7496.18,7267.62
7444,7264.47,7312.6,7022.48,7096.73,6798.02
7464,7399.29,7463.48,7128.66,7257.61,6957.98
7047,7309.92,7418.62,7038.68,7279.82,7079.93
6936,6986.21,7067.52,6789.66,6926.74,6725.62
7827,7128.67,7111.14,6954.49,6833.52,6396.09
7249,7611.34,7736.92,7290.83,7595.77,7336.64
7632,7307.27,7340.93,7082.99,7114.62,6739.55
6879,7387.78,7534.17,7103.32,7443.73,7265.21
6682,6802.15,6897.12,6647.48,6796.65,6625.36
7144,6771.76,6802.27,6654.84,6622.48,6313.11
7082,7095.82,7178.26,6899.56,7036.12,6777.08
